CODIBGE_domicílio do devedor;COMARCA_ABR - DOMICILIO DO DEVEDOR;CODIBGE_ABR_Praça de Protesto;PRAÇA DE PROTESTO;ABR_UF;;
4118105;CRUZEIRO DO SUL;4106704;PARANACITY;PR;;
4111506;CRUZMALTINA;4106852;IVAIPORA;PR;;
4106902;CURITIBA;4106902;CURITIBA;PR;;
4107009;CURIUVA;4107009;CURIUVA;PR;;
4117107;DIAMANTE DO NORTE;4107108;NOVA LONDRINA;PR;;
4109302;DIAMANTE DO SUL;4107124;GUARANIACU;PR;;
4123501;DIAMENTE D OESTE;4107157;SANTA HELENA;PR;;
4107207;DOIS VIZINHOS;4107207;DOIS VIZINHOS;PR;;
4128104;DOURADINHA;4107256;UMUARAMA;PR;;
4115200;DOUTOR CAMARGO;4107306;MARINGA;PR;;
4105201;DOUTOR ULYSSES;4128633;CERRO AZUL;PR;;
4108403;ENEAS MARQUES;4107405;FRANCISCO BELTRAO;PR;;
4107504;ENGENHEIRO BELTRAO;4107504;ENGENHEIRO BELTRAO;PR;;
4114609;ENTRE RIOS DO OESTE;4107538;MARECHAL CANDIDO RONDON;PR;;
4118907;ESPERANCA NOVA;4107520;PEROLA;PR;;
4120903;ESPIGAO ALTO IGUACU;4107546;QUEDAS DO IGUACU;PR;;
4104303;FAROL;4107553;CAMPO MOURAO;PR;;
4107603;FAXINAL;4107603;FAXINAL;PR;;
4107652;FAZENDA RIO GRANDE;4107652;FAZENDA RIO GRANDE;PR;;
4107504;FENIX;4107702;ENGENHEIRO BELTRAO;PR;;
4127007;FERNANDES PINHEIRO;4107736;TEIXEIRA SOARES;PR;;
4107009;FIGUEIRA;4107751;CURIUVA;PR;;
4115408;FLOR SERRA DOSUL;4107850;MARMELEIRO;PR;;
4116901;FLORAI;4107801;NOVA ESPERANCA;PR;;
4115200;FLORESTA;4107900;MARINGA;PR;;
4120002;FLORESTOPOLIS;4108007;PORECATU;PR;;
4123402;FLORIDA;4108106;SANTA FE;PR;;
4108205;FORMOSA DO OESTE;4108205;FORMOSA DO OESTE;PR;;
4108304;FOZ DO IGUACU;4108304;FOZ DO IGUACU;PR;;
4110607;FRANCISCO ALVES;4108320;IPORA;PR;;
4108403;FRANCISCO BELTRAO;4108403;FRANCISCO BELTRAO;PR;;
4128203;GENERAL CARNEIRO;4108502;UNIAO DA VITORIA;PR;;
4125001;GODOY MOREIRA;4108551;SAO JOAO DO IVAI;PR;;
4108601;GOIOERE;4108601;GOIOERE;PR;;
4108601;GOIOERE;4116109;GOIOERE;PR;;
4104451;GOIOXIM;4108650;CANTAGALO PR;PR;;
4108700;GRANDES RIOS;4108700;GRANDES RIOS;PR;;
4108809;GUAIRA;4108809;GUAIRA;PR;;
4110102;GUAMIRANGA;4108957;IMBITUVA;PR;;
4112801;GUAPIRAMA;4109005;JOAQUIM TAVORA;PR;;
4105607;GUAPOREMA;4109104;CIDADE GAUCHA;PR;;
4111902;GUARACI;4109203;JAGUAPITA;PR;;
4109302;GUARANIACU;4109302;GUARANIACU;PR;;
4109401;GUARAPUAVA;4109401;GUARAPUAVA;PR;;
4101200;GUARAQUECABA;4109500;ANTONINA;PR;;
4109609;GUARATUBA;4109609;GUARATUBA;PR;;
4106506;HONORIO SERPA;4109658;CORONEL VIVIDA;PR;;
4109708;IBAITI;4109708;IBAITI;PR;;
4105003;IBEMA;4109757;CATANDUVAS;PR;;
4109807;IBIPORA;4109807;IBIPORA;PR;;
4109906;ICARAIMA;4109906;ICARAIMA;PR;;
4102109;IGUARACU;4110003;ASTORGA;PR;;
4106308;IGUATU;4110052;CORBELIA;PR;;
4127106;IMBAU;4110078;TELEMACO BORBA;PR;;
4110102;IMBITUVA;4110102;IMBITUVA;PR;;
4110706;INACIO MARTINS;4110201;IRATI;PR;;
4118105;INAJA;4110300;PARANACITY;PR;;
4105508;INDIANOPOLIS;4110409;CIANORTE;PR;;
4110508;IPIRANGA;4110508;IPIRANGA;PR;;
4110607;IPORA;4110607;IPORA;PR;;
4116703;IRACEMA DO OESTE;4110656;NOVA AURORA;PR;;
4110706;IRATI;4110706;IRATI;PR;;
4110805;IRETAMA;4110805;IRETAMA;PR;;
4105904;ITAGUAJE;4110904;COLORADO;PR;;
4125704;ITAIPULANDIA;4110953;SAO MIGUEL DO IGUACU;PR;;
4101101;ITAMBARACA;4111001;ANDIRA;PR;;
4114807;ITAMBE;4111100;MARIALVA;PR;;
4118501;ITAPEJARA D OESTE;4111209;PATO BRANCO;PR;;
4122206;ITAPERUCU;4111258;RIO BRANCO DO SUL;PR;;
4117107;ITAUNA DO SUL;4111308;NOVA LONDRINA;PR;;
4110102;IVAI;4111407;IMBITUVA;PR;;
4111506;IVAIPORA;4111506;IVAIPORA;PR;;
4109906;IVATE;4111555;ICARAIMA;PR;;
4115200;IVATUBA;4111605;MARINGA;PR;;
4127809;JABOTI;4111704;TOMAZINA;PR;;
4111803;JACAREZINHO;4111803;JACAREZINHO;PR;;
4111902;JAGUAPITA;4111902;JAGUAPITA;PR;;
4112009;JAGUARIAIVA;4112009;JAGUARIAIVA;PR;;
4112108;JANDAIA DO SUL;4112108;JANDAIA DO SUL;PR;;
4104303;JANIOPOLIS;4112207;CAMPO MOURAO;PR;;
4109708;JAPIRA;4112306;IBAITI;PR;;
4105508;JAPURA;4112405;CIANORTE;PR;;
4111506;JARDIM ALEGRE;4112504;IVAIPORA;PR;;
4118105;JARDIM OLINDA;4112603;PARANACITY;PR;;
4109807;JATAIZINHO;4112702;IBIPORA;PR;;
4108205;JESUITAS;4112751;FORMOSA DO OESTE;PR;;
4112801;JOAQUIM TAVORA;4112801;JOAQUIM TAVORA;PR;;
4121901;JUNDIAI DO SUL;4112900;RIBEIRAO DO PINHAL;PR;;
4128005;JURANDA;4112959;UBIRATA;PR;;
4105508;JUSSARA;4113007;CIANORTE;PR;;
4112108;KALORE;4113106;JANDAIA DO SUL;PR;;
4113205;LAPA;4113205;LAPA;PR;;
4117800;LARANJAL;4113254;PALMITAL;PR;;
4113304;LARANJEIRAS DO SUL;4113304;LARANJEIRAS DO SUL;PR;;
4106407;LEOPOLIS;4113403;CORNELIO PROCOPIO;PR;;
4111506;LIDIANOPOLIS;4113429;IVAIPORA;PR;;
4104808;LINDOESTE;4113452;CASCAVEL PR;PR;;
4113502;LOANDA;4113502;LOANDA;PR;;
4123402;LOBATO;4113601;SANTA FE;PR;;
4113700;LONDRINA;4113700;LONDRINA;PR;;
4113700;LONDRINA;4113701;LONDRINA;PR;;
4125001;LUNARDELLI;4113759;SAO JOAO DO IVAI;PR;;
4105102;LUPIONOPOLIS;4113809;CENTENARIO DO SUL;PR;;
4104303;LUZIANA;4113734;CAMPO MOURAO;PR;;
4113908;MALLET;4113908;MALLET;PR;;
4114005;MAMBORE;4114005;MAMBORE;PR;;
4114104;MANDAGUACU;4114104;MANDAGUACU;PR;;
4114203;MANDAGUARI;4114203;MANDAGUARI;PR;;
4107652;MANDIRITUBA;4114302;FAZENDA RIO GRANDE;PR;;
4108403;MANFRINOPOLIS;4114351;FRANCISCO BELTRAO;PR;;
4114401;MANGUEIRINHA;4114401;MANGUEIRINHA;PR;;
4114500;MANOEL RIBAS;4114500;MANOEL RIBAS;PR;;
4114609;MARECHAL CANDIDO RONDON;4114609;MARECHAL CANDIDO RONDON;PR;;
4128104;MARIA HELENA;4114708;UMUARAMA;PR;;
4114807;MARIALVA;4114807;MARIALVA;PR;;
4114906;MARILANDIA DO SUL;4114906;MARILANDIA DO SUL;PR;;
4117107;MARILENA;4115002;NOVA LONDRINA;PR;;
4106605;MARILUZ;4115101;CRUZEIRO DO OESTE;PR;;
4115200;MARINGA;4115200;MARINGA;PR;;
4105706;MARIOPOLIS;4115309;CLEVELANDIA;PR;;
4117909;MARIPA;4115358;PALOTINA;PR;;
4115408;MARMELEIRO;4115408;MARMELEIRO;PR;;
4113304;MARQUINHO;4115457;LARANJEIRAS DO SUL;PR;;
4112108;MARUMBI;4115507;JANDAIA DO SUL;PR;;
4115606;MATELANDIA;4115606;MATELANDIA;PR;;
4115705;MATINHOS;4115705;MATINHOS;PR;;
4119608;MATO RICO;4115739;PITANGA;PR;;
4114906;MAUA DA SERRA;4115754;MARILANDIA DO SUL;PR;;
4115804;MEDIANEIRA;4115804;MEDIANEIRA;PR;;
4114609;MERCEDES;4115853;MARECHAL CANDIDO RONDON;PR;;
4118006;MIRADOR;4115903;PARAISO DO NORTE;PR;;
4120002;MIRASELVA;4116000;PORECATU;PR;;
4115804;MISSAL;4116059;MEDIANEIRA;PR;;
4116208;MORRETES;4116208;MORRETES;PR;;
4123402;MUNHOZ DE MELO;4116307;SANTA FE;PR;;
4123402;NOSSA SENHORA DAS GRACAS;4116406;SANTA FE;PR;;
4118402;NOVA ALIANCA DO AVAI;4116505;PARANAVAI;PR;;
4116703;NOVA AURORA;4116703;NOVA AURORA;PR;;
4103909;NOVA CANTU;4116802;CAMPINA DA LAGOA;PR;;
4116901;NOVA ESPERANCA;4116901;NOVA ESPERANCA;PR;;
4123006;NOVA ESPERANCA DO SUDOESTE;4116950;SALTO DO LONTRA;PR;;
4117008;NOVA FATIMA;4117008;NOVA FATIMA;PR;;
4113304;NOVA LARANJEIRAS;4117057;LARANJEIRAS DO SUL;PR;;
4117107;NOVA LONDRINA;4117107;NOVA LONDRINA;PR;;
4105607;NOVA OLIMPIA;4117206;CIDADE GAUCHA;PR;;
4123006;NOVA PRATA;4117255;SALTO DO LONTRA;PR;;
4124707;NOVA SANTA BARBARA;4117214;SAO JERONIMO DA SERRA;PR;;
4114609;NOVA SANTA ROSA;4117222;MARECHAL CANDIDO RONDON;PR;;
4114500;NOVA TEBAS;4117271;MANOEL RIBAS;PR;;
4101408;NOVO ITACOLOMI;4117297;APUCARANA;PR;;
4117305;ORTIGUEIRA;4117305;ORTIGUEIRA;PR;;
4114104;OURIZONA;4117404;MANDAGUACU;PR;;
4127700;OURO VERDE DO OESTE;4117453;TOLEDO;PR;;
4115200;PAICANDU;4117503;MARINGA;PR;;
4117602;PALMAS;4117602;PALMAS;PR;;
4117701;PALMEIRA;4117701;PALMEIRA;PR;;
4117800;PALMITAL;4117800;PALMITAL;PR;;
4117909;PALOTINA;4117909;PALOTINA;PR;;
4118006;PARAISO DO NORTE;4118006;PARAISO DO NORTE;PR;;
4118105;PARANACITY;4118105;PARANACITY;PR;;
4118204;PARANAGUA;4118204;PARANAGUA;PR;;
4118105;PARANAPOEMA;4118303;PARANACITY;PR;;
4118402;PARANAVAI;4118402;PARANAVAI;PR;;
4114609;PATO BAGRADO;4118451;MARECHAL CANDIDO RONDON;PR;;
4118501;PATO BRANCO;4118501;PATO BRANCO;PR;;
4128203;PAULA FREITAS;4118600;UNIAO DA VITORIA;PR;;
4113908;PAULO FRONTIN;4118709;MALLET;PR;;
4118808;PEABIRU;4118808;PEABIRU;PR;;
4128104;PEROBAL;4118857;UMUARAMA;PR;;
4118907;PEROLA;4118907;PEROLA;PR;;
4104501;PEROLA D'OESTE;4119004;CAPANEMA PR;PR;;
4122305;PIEN;4119103;RIO NEGRO PR;PR;;
4101002;PIMHAL DE SAO BENTO;4119251;AMPERE ;PR;;
4119152;PINHAIS;4119152;PINHAIS;PR;;
4127809;PINHALAO;4119202;TOMAZINA;PR;;
4119301;PINHAO;4119301;PINHAO;PR;;
4119400;PIRAI DO SUL;4119400;PIRAI DO SUL;PR;;
4119509;PIRAQUARA;4119509;PIRAQUARA;PR;;
4119608;PITANGA;4119608;PITANGA;PR;;
4122404;PITANGUEIRAS;4119657;ROLANDIA;PR;;
4123709;PLANALTINA;4119707;SANTA ISABEL DO IVAI;PR;;
4104501;PLANALTO;4119806;CAPANEMA PR;PR;;
4119905;PONTA GROSSA;4119905;PONTA GROSSA;PR;;
4119954;PONTAL DO PARANA;4119954;PONTAL DO PARANA;PR;;
4120002;PORECATU;4120002;PORECATU;PR;;
4117701;PORTO AMAZONAS;4120101;PALMEIRA;PR;;
4113304;PORTO BARREIRO;4120150;LARANJEIRAS DO SUL;PR;;
4113502;PORTO RICO;4120200;LOANDA;PR;;
4128203;PORTO VITORIA;4120309;UNIAO DA VITORIA;PR;;
4120002;PRADO FERREIRA;4120333;PORECATU;PR;;
4116901;PRES. CASTELO BRANCO;4120408;NOVA ESPERANCA;PR;;
4120507;PRIMEIRO DE MAIO;4120507;PRIMEIRO DE MAIO;PR;;
4120606;PRUDENTOPOLIS;4120606;PRUDENTOPOLIS;PR;;
4108601;QUARTO CENTENARIO;4120655;GOIOERE;PR;;
4112801;QUATIGUA;4120705;JOAQUIM TAVORA;PR;;
4104006;QUATRO BARRAS;4120804;CAMPINA GRANDE DO SUL;PR;;
4114609;QUATRO PONTES;4120853;MARECHAL CANDIDO RONDON;PR;;
4120903;QUEDAS DO IGUACU;4120903;QUEDAS DO IGUACU;PR;;
4113502;QUERENCIA DO NORTE;4121000;LOANDA;PR;;
4107504;QUINTA DO SOL;4121109;ENGENHEIRO BELTRAO;PR;;
4122305;QUITANDINHA;4121208;RIO NEGRO PR;PR;;
4115606;RAMILANDIA;4121257;MATELANDIA;PR;;
4128401;RANCHO ALEGRE;4121307;URAI;PR;;
4108601;RANCHO ALEGRE OESTE;4121356;GOIOERE;PR;;
4121406;REALEZA;4121406;REALEZA;PR;;
4121505;REBOUCAS;4121505;REBOUCAS;PR;;
4115408;RENASCENCA;4121604;MARMELEIRO;PR;;
4121703;RESERVA;4121703;RESERVA;PR;;
4119301;RESERVA DO IGUACU;4121752;PINHAO;PR;;
4121802;RIBEIRAO CLARO;4121802;RIBEIRAO CLARO;PR;;
4121901;RIBEIRAO DO PINHAL;4121901;RIBEIRAO DO PINHAL;PR;;
4121505;RIO AZUL;4122008;REBOUCAS;PR;;
4113304;RIO BONITO DO IGUACU;4122156;LARANJEIRAS DO SUL;PR;;
4108700;RIO BRANCO DO IVAI;4122172;GRANDES RIOS;PR;;
4122206;RIO BRANCO DO SUL;4122206;RIO BRANCO DO SUL;PR;;
4122305;RIO NEGRO PR;4122305;RIO NEGRO PR;PR;;
4122404;ROLANDIA;4122404;ROLANDIA;PR;;
4110805;RONCADOR;4122503;IRETAMA;PR;;
4105607;RONDON;4122602;CIDADE GAUCHA;PR;;
4108700;ROSARIO DO IVAI;4122651;GRANDES RIOS;PR;;
4124806;S JORGE DO OESTE;4125209;SAO JOAO;PR;;
4100509;S JORGE DO PATROCINE;4125357;ALTONIA;PR;;
4128500;S JOSE DA BOA VISTA;4125407;WENCESLAU BRAZ;PR;;
4101408;S PEDRO DO PARANA;4125902;APUCARANA;PR;;
4101903;S SEBAST DA AMOREIRA;4126009;ASSAI;PR;;
4114104;S.JORGE DO IVAI;4125308;MANDAGUACU;PR;;
4123501;S.JOSE PALMEIRAS;4125456;SANTA HELENA;PR;;
4101507;SABAUDAIA;4122701;ARAPONGAS;PR;;
4108403;SALGADO FILHO;4122800;FRANCISCO BELTRAO;PR;;
4123006;SALTO DO LONTRA;4123006;SALTO DO LONTRA;PR;;
4126603;SALTO ITARARE;4122909;SIQUEIRA CAMPOS;PR;;
4102406;SANTA AMELIA;4123105;BANDEIRANTES PR;PR;;
4113502;SANTA CRUZ DE MONTE CASTELO;4123303;LOANDA;PR;;
4123402;SANTA FE;4123402;SANTA FE;PR;;
4123501;SANTA HELENA;4123501;SANTA HELENA;PR;;
4105904;SANTA INES;4123600;COLORADO;PR;;
4123709;SANTA ISABEL DO IVAI;4123709;SANTA ISABEL DO IVAI;PR;;
4121406;SANTA IZABEL DO OESTE;4123808;REALEZA;PR;;
4104600;SANTA LUCIA;4123824;CAPITAO LEONIDAS MARQUES;PR;;
4119608;SANTA MARIA DO OESTE;4123857;PITANGA;PR;;
4123907;SANTA MARIANA;4123907;SANTA MARIANA;PR;;
4123709;SANTA MONICA;4123956;SANTA ISABEL DO IVAI;PR;;
4128500;SANTANA DO ITARARE;4124004;WENCESLAU BRAZ;PR;;
4124103;SANTO ANTONIO DA PLATINA;4124103;SANTO ANTONIO DA PLATINA;PR;;
4128203;SANTO ANTONIO DO IRA;4102901;UNIAO DA VITORIA;PR;;
4124400;SANTO ANTONIO DO SUDOESTE;4124400;SANTO ANTONIO DO SUDOESTE;PR;;
4105904;SANTO INACIO;4124509;COLORADO;PR;;
4118006;SAO CARLOS DO AVAI;4124608;PARAISO DO NORTE;PR;;
4124707;SAO JERONIMO DA SERRA;4124707;SAO JERONIMO DA SERRA;PR;;
4124806;SAO JOAO;4124806;SAO JOAO;PR;;
4100608;SAO JOAO DO CAIUA;4124905;ALTO PARANA;PR;;
4125001;SAO JOAO DO IVAI;4125001;SAO JOAO DO IVAI;PR;;
4125100;SAO JOAO DO TRIUNFO;4125100;SAO JOAO DO TRIUNFO;PR;;
4125506;SAO JOSE DOS PINHAIS;4125506;SAO JOSE DOS PINHAIS;PR;;
4105508;SAO MANOEL DO PARANA;4125555;CIANORTE;PR;;
4125605;SAO MATEUS DO SUL;4125605;SAO MATEUS DO SUL;PR;;
4125704;SAO MIGUEL DO IGUACU;4125704;SAO MIGUEL DO IGUACU;PR;;
4127700;SAO PEDRO DO IGUACU;4125753;TOLEDO;PR;;
4112108;SAO PEDRO DO IVAI;4125803;JANDAIA DO SUL;PR;;
4105508;SAO TOME;4126108;CIANORTE;PR;;
4107009;SAPOPEMA;4126207;CURIUVA;PR;;
4126256;SARANDI;4126256;SARANDI;PR;;
4124806;SAUDADE DO IGUACU;4126272;SAO JOAO;PR;;
4126306;SENGES;4126306;SENGES;PR;;
4115804;SERRANOPOLIS DO IGUA;4126355;MEDIANEIRA;PR;;
4106407;SERTANEJA;4126405;CORNELIO PROCOPIO;PR;;
4126504;SERTANOPOLIS;4126504;SERTANOPOLIS;PR;;
4126603;SIQUEIRA CAMPOS;4126603;SIQUEIRA CAMPOS;PR;;
4124707;STA CECILIA DO PAVAO;4123204;SAO JERONIMO DA SERRA;PR;;
4108304;STA TERESINHA DE ITA;4124053;FOZ DO IGUACU;PR;;
4104808;STA TEREZA OESTE;4124020;CASCAVEL PR;PR;;
4124400;STO ANT SUDOES;4120358;SANTO ANTONIO DO SUDOESTE;PR;;
4100608;STO ANTONIO CAIUA;4124202;ALTO PARANA;PR;;
4114906;STO ANTONIO DO PALMI;4122107;MARILANDIA DO SUL;PR;;
4106001;STO ANTONIO DO PARAI;4124301;CONGONHINHAS;PR;;
4124806;SULINA;4126652;SAO JOAO;PR;;
4113700;TAMARANA;4126678;LONDRINA;PR;;
4118402;TAMBOARA;4126702;PARANAVAI;PR;;
4106605;TAPEJARA;4126801;CRUZEIRO DO OESTE;PR;;
4105607;TAPIRA;4126900;CIDADE GAUCHA;PR;;
4127007;TEIXEIRA SOARES;4127007;TEIXEIRA SOARES;PR;;
4127106;TELEMACO BORBA;4127106;TELEMACO BORBA;PR;;
4127205;TERRA BOA;4127205;TERRA BOA;PR;;
4127304;TERRA RICA;4127304;TERRA RICA;PR;;
4127403;TERRA ROXA;4127403;TERRA ROXA;PR;;
4127502;TIBAGI;4127502;TIBAGI;PR;;
4125506;TIJUCAS DO SUL;4127601;SAO JOSE DOS PINHAIS;PR;;
4127700;TOLEDO;4127700;TOLEDO;PR;;
4127809;TOMAZINA;4127809;TOMAZINA;PR;;
4105003;TRES BARRAS PARANA;4127858;CATANDUVAS;PR;;
4103107;TUNAS DO PARANA;4127882;BOCAIUVA DO SUL;PR;;
4106605;TUNEIRAS DO OESTE;4127908;CRUZEIRO DO OESTE;PR;;
4102000;TUPASSI;4127957;ASSIS CHATEAUBRIAND;PR;;
4109401;TURVO;4127965;GUARAPUAVA;PR;;
4128005;UBIRATA;4128005;UBIRATA;PR;;
4128104;UMUARAMA;4128104;UMUARAMA;PR;;
4128203;UNIAO DA VITORIA;4128203;UNIAO DA VITORIA;PR;;
4116901;UNIFLOR;4128302;NOVA ESPERANCA;PR;;
4128401;URAI;4128401;URAI;PR;;
4127502;VENTANIA;4128534;TIBAGI;PR;;
4115606;VERA CRUZ DO OESTE;4128559;MATELANDIA;PR;;
4107207;VERE;4128609;DOIS VIZINHOS;PR;;
4128807;VILA ALTA;4128625;XAMBRE;PR;;
4104451;VIRMOND;4128658;CANTAGALO PR;PR;;
4118501;VITORINO;4128708;PATO BRANCO;PR;;
4128500;WENCESLAU BRAZ;4128500;WENCESLAU BRAZ;PR;;
4128807;XAMBRE;4128807;XAMBRE;PR;;
3300100;ANGRA DOS REIS;3300100;ANGRA DOS REIS;RJ;;
3300159;APERIBE;3300159;APERIBE;RJ;;
3300209;ARARUAMA;3300209;ARARUAMA;RJ;;
3300225;AREAL;3300225;AREAL;RJ;;
3300233;ARMACAO DOS BUZIOS;3300233;ARMACAO DOS BUZIOS;RJ;;
3300258;ARRAIAL DO CABO;3300258;ARRAIAL DO CABO;RJ;;
3300308;BARRA DO PIRAI;3300308;BARRA DO PIRAI;RJ;;
3300407;BARRA MANSA;3300407;BARRA MANSA;RJ;;
3300456;BELFORD ROXO;3300456;BELFORD ROXO;RJ;;
3300506;BOM JARDIM;3300506;BOM JARDIM;RJ;;
3300605;BOM JESUS DO ITABAPOANA;3300605;BOM JESUS DO ITABAPOANA;RJ;;
3300704;CABO FRIO;3300704;CABO FRIO;RJ;;
3300803;CACHOEIRAS DE MACACU;3300803;CACHOEIRAS DE MACACU;RJ;;
3300902;CAMBUCI;3300902;CAMBUCI;RJ;;
3301009;CAMPOS DOS GOYTACAZES;3301009;CAMPOS DOS GOYTACAZES;RJ;;
3301108;CANTAGALO;3301108;CANTAGALO;RJ;;
3300936;CARAPEBUS;3300936;CARAPEBUS;RJ;;
3301157;CARDOSO MOREIRA;3301157;CARDOSO MOREIRA;RJ;;
3301207;CARMO;3301207;CARMO;RJ;;
3301306;CASIMIRO DE ABREU;3301306;CASIMIRO DE ABREU;RJ;;
3300951;COMENDADOR LEVY GASPARIAN;3300951;COMENDADOR LEVY GASPARIAN;RJ;;
3301405;CONCEICAO DE MACABU;3301405;CONCEICAO DE MACABU;RJ;;
3301504;CORDEIRO;3301504;CORDEIRO;RJ;;
3301603;DUAS BARRAS;3301603;DUAS BARRAS;RJ;;
3301702;DUQUE DE CAXIAS;3301702;DUQUE DE CAXIAS;RJ;;
3301801;ENGENHEIRO PAULO DE FRONTIN;3301801;ENGENHEIRO PAULO DE FRONTIN;RJ;;
3301850;GUAPIMIRIM;3301850;GUAPIMIRIM;RJ;;
3301876;IGUABA GRANDE;3301876;IGUABA GRANDE;RJ;;
3301900;ITABORAI;3301900;ITABORAI;RJ;;
3302007;ITAGUAI;3302007;ITAGUAI;RJ;;
3302056;ITALVA;3302056;ITALVA;RJ;;
3302106;ITAOCARA;3302106;ITAOCARA;RJ;;
3302205;ITAPERUNA;3302205;ITAPERUNA;RJ;;
3302254;ITATIAIA;3302254;ITATIAIA;RJ;;
3302270;JAPERI;3302270;JAPERI;RJ;;
3302304;LAJE DO MURIAE;3302304;LAJE DO MURIAE;RJ;;
3302403;MACAE;3302403;MACAE;RJ;;
3302452;MACUCO;3302452;MACUCO;RJ;;
3302502;MAGE;3302502;MAGE;RJ;;
3302601;MANGARATIBA;3302601;MANGARATIBA;RJ;;
3302700;MARICA;3302700;MARICA;RJ;;
3302809;MENDES;3302809;MENDES;RJ;;
3302858;MESQUITA RJ;3302858;MESQUITA RJ;RJ;;
3302908;MIGUEL PEREIRA;3302908;MIGUEL PEREIRA;RJ;;
3303005;MIRACEMA;3303005;MIRACEMA;RJ;;
3303104;NATIVIDADE;3303104;NATIVIDADE;RJ;;
3303203;NILOPOLIS;3303203;NILOPOLIS;RJ;;
3303302;NITEROI;3303302;NITEROI;RJ;;
3303401;NOVA FRIBURGO;3303401;NOVA FRIBURGO;RJ;;
3303500;NOVA IGUACU;3303500;NOVA IGUACU;RJ;;
3303609;PARACAMBI;3303609;PARACAMBI;RJ;;
3303708;PARAIBA DO SUL;3303708;PARAIBA DO SUL;RJ;;
3303807;PARATY;3303807;PARATY;RJ;;
3303856;PATY DO ALFERES;3303856;PATY DO ALFERES;RJ;;
3303906;PETROPOLIS;3303906;PETROPOLIS;RJ;;
3303955;PINHEIRAL;3303955;PINHEIRAL;RJ;;
3304003;PIRAI;3304003;PIRAI;RJ;;
3304102;PORCIUNCULA;3304102;PORCIUNCULA;RJ;;
3304110;PORTO REAL;3304110;PORTO REAL;RJ;;
3304128;QUATIS;3304128;QUATIS;RJ;;
3304144;QUEIMADOS;3304144;QUEIMADOS;RJ;;
3304151;QUISSAMA;3304151;QUISSAMA;RJ;;
3304201;RESENDE;3304201;RESENDE;RJ;;
3304300;RIO BONITO;3304300;RIO BONITO;RJ;;
3304409;RIO CLARO;3304409;RIO CLARO;RJ;;
3304508;RIO DAS FLORES;3304508;RIO DAS FLORES;RJ;;
3304524;RIO DAS OSTRAS;3304524;RIO DAS OSTRAS;RJ;;
3304557;RIO DE JANEIRO;3304557;RIO DE JANEIRO;RJ;;
3304607;SANTA MARIA MADALENA;3304607;SANTA MARIA MADALENA;RJ;;
3304706;SANTO ANTONIO DE PADUA;3304706;SANTO ANTONIO DE PADUA;RJ;;
3304805;SAO FIDELIS;3304805;SAO FIDELIS;RJ;;
3304755;SAO FRANCISCO DE ITABAPOANA;3304755;SAO FRANCISCO DE ITABAPOANA;RJ;;
3304904;SAO GONCALO;3304904;SAO GONCALO;RJ;;
3305000;SAO JOAO DA BARRA;3305000;SAO JOAO DA BARRA;RJ;;
3305109;SAO JOAO DE MERITI;3305109;SAO JOAO DE MERITI;RJ;;
3305133;SAO JOSE DE UBA;3305133;SAO JOSE DE UBA;RJ;;
3305158;SAO JOSE DO VALE DO RIO PRETO;3305158;SAO JOSE DO VALE DO RIO PRETO;RJ;;
3305208;SAO PEDRO DA ALDEIA;3305208;SAO PEDRO DA ALDEIA;RJ;;
3305307;SAO SEBASTIAO DO ALTO;3305307;SAO SEBASTIAO DO ALTO;RJ;;
3305406;SAPUCAIA;3305406;SAPUCAIA;RJ;;
3305505;SAQUAREMA;3305505;SAQUAREMA;RJ;;
3305554;SEROPEDICA;3305554;SEROPEDICA;RJ;;
3305604;SILVA JARDIM;3305604;SILVA JARDIM;RJ;;
3305703;SUMIDOURO;3305703;SUMIDOURO;RJ;;
3305752;TANGUA;3305752;TANGUA;RJ;;
3305802;TERESOPOLIS;3305802;TERESOPOLIS;RJ;;
3305901;TRAJANO DE MORAIS;3305901;TRAJANO DE MORAIS;RJ;;
3306008;TRES RIOS;3306008;TRES RIOS;RJ;;
3306107;VALENCA;3306107;VALENCA;RJ;;
3306156;VARRE-SAI;3306156;VARRE-SAI;RJ;;
3306206;VASSOURAS;3306206;VASSOURAS;RJ;;
3306305;VOLTA REDONDA;3306305;VOLTA REDONDA;RJ;;
2400109;ACARI;2400109;ACARI;RN;;
2400208;ACU;2400208;ACU;RN;;
2400307;AFONSO BEZERRA;2400307;AFONSO BEZERRA;RN;;
2400505;ALEXANDRIA;2400505;ALEXANDRIA;RN;;
2400604;ALMINO AFONSO;2400604;ALMINO AFONSO;RN;;
2409902;ALTO DO RODRIGUES;2400703;PENDENCIAS;RN;;
2400802;ANGICOS;2400802;ANGICOS;RN;;
2400901;ANTONIO MARTINS;2400901;ANTONIO MARTINS;RN;;
2401008;APODI;2401008;APODI;RN;;
2401107;AREIA BRANCA;2401107;AREIA BRANCA;RN;;
2401206;ARES;2401206;ARES;RN;;
2401404;BAIA FORMOSA;2401404;BAIA FORMOSA;RN;;
2401453;BARAUNA;2401453;BARAUNA;RN;;
2401503;BARCELONA;2401503;BARCELONA;RN;;
2401602;BENTO FERNANDES;2401602;BENTO FERNANDES;RN;;
2405306;BOA SAUDE;2405306;BOA SAUDE;RN;;
2401651;BODO;2401651;BODO;RN;;
2407104;BOM JESUS;2401701;MACAIBA;RN;;
2401800;BREJINHO;2401800;BREJINHO;RN;;
